1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger,0a. Has committed ESBs?,1a. State_district,1b. Local Education Agency (LEA) or entity name,1d. Street address 1,1e. Street address 2,1f. City_district,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed _district,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
CONNECTICUT,Student Transportation of America,09STUDE,0,Student Transportation of America,,17,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,VW Settlement,Connecticut Department of Energy and Environmental Protection,,,,,,,,,,,yes,CONNECTICUT,Student Transportation of America,,,,CT,,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,New England,41.34334,-73.1057,,Yes,17.0,17.0,0.0,0.0,0.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
DELAWARE,"The Teen Warehouse, Inc.",10TEENW,Wilmington,,,1,Operating,1.0,2020 Q4,2021 Q2,2021 Q2,2021 Q2,Lion Electric,,LionC,C,,No,VW Settlement,Delaware Department of Natural Resources and Environmental Control,,,,,,,,Nuvve,,,yes,DELAWARE,"The Teen Warehouse, Inc.",1121 Thatcher St.,,Wilmington,DE,19802.0,teenwarehouse.org,No,,Non-LEA (nonprofit),,13.0,1,Urban,South,South Atlantic,39.7425075,-75.5383253,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,Pepco (Delmarva Power),Exelon,,WRK Group,University of Delaware,,,No,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
HAWAII,Roberts Hawaii,15ROBER,Honolulu,,,2,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,BusWest,No,,,,,,,,,,,,,yes,HAWAII,Roberts Hawaii,444 Niu Street,Suite 300,Honolulu,HI,96815.0,https://robertshawaii.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,West,Pacific,21.2869699,-157.8352888,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
HAWAII,Roberts Hawaii,15ROBER,Honolulu,,,2,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,BusWest,No,,,,,,,,,,,,,yes,HAWAII,Roberts Hawaii,444 Niu Street,Suite 300,Honolulu,HI,96815.0,https://robertshawaii.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,West,Pacific,21.2869699,-157.8352888,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
ILLINOIS,Cook-Illinois Corp,17COOKI,0,Cook-Illinois Corp,Kickert School Bus Line,2,Operating,1.0,2018 Q4,2019 Q1,2020 Q2,2020 Q3,Lion Electric,,LionC,C,,No,VW Settlement,Illinois EPA,,,,,,,,,,,yes,ILLINOIS,Cook-Illinois Corp,,,,IL,,cookillinois.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Midwest,East North Central,41.52125,-87.5598,2200.0,Yes,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0009090909090909091,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
ILLINOIS,Cook-Illinois Corp,17COOKI,0,Cook-Illinois Corp,Kickert School Bus Line,2,Operating,1.0,2018 Q4,2019 Q1,2020 Q2,2020 Q3,Lion Electric,,LionC,C,,No,VW Settlement,Illinois EPA,,,,,,,,,,,yes,ILLINOIS,Cook-Illinois Corp,,,,IL,,cookillinois.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Midwest,East North Central,41.52125,-87.5598,2200.0,Yes,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0009090909090909091,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MARYLAND,Swann Transportation,24SWANN,White Plains,Swann Transportation,,1,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Clean Fuels Incentive Program,Maryland Energy Administration,,,,,,,,,,,yes,MARYLAND,Swann Transportation,,,White Plains,MD,20695.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,South,South Atlantic,38.58375,-76.9727,,Yes,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MASSACHUSETTS,First Student,25FIRST,Springfield,First Student,,5,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,First Student,,,Springfield,MA,,firststudentinc.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,NEW ENGLAND,42.14762,-72.5275,,Yes,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MASSACHUSETTS,First Student,25FIRST,Springfield,First Student,,5,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,First Student,,,Springfield,MA,,firststudentinc.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,NEW ENGLAND,42.14762,-72.5275,,Yes,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MASSACHUSETTS,First Student,25FIRST,Springfield,First Student,,5,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,First Student,,,Springfield,MA,,firststudentinc.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,NEW ENGLAND,42.14762,-72.5275,,Yes,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MASSACHUSETTS,First Student,25FIRST,Springfield,First Student,,5,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,First Student,,,Springfield,MA,,firststudentinc.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,NEW ENGLAND,42.14762,-72.5275,,Yes,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
MASSACHUSETTS,First Student,25FIRST,Springfield,First Student,,5,Operating,1.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,First Student,,,Springfield,MA,,firststudentinc.com,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,NEW ENGLAND,42.14762,-72.5275,,Yes,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Aldin Transportation Corporation,34ALDIN,Totowa,Aldin Transportation Corporation,,6,Operating,1.0,2021 Q4,2022 Q3,2023 Q2,2023 Q2,,,,,,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,,,,yes,NEW JERSEY,Aldin Transportation Corporation,10 Elm St,,Totowa,NJ,7502.0,,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.92344,-74.2051,,Yes,6.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Belair Transport,34BELAI,Orange,Belair Transport,,7,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,H.A. DeHart & Sons,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,ABB,,,yes,NEW JERSEY,Belair Transport,641 Tremont Ave,,Orange,NJ,7050.0,https://www.belairtransport.com/,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.76274,-74.2539,,Yes,7.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,,,PSE&G,,,NJ Clean Cities Coalition,,,H.A. Dehart & Son applied for Phase 1 VW money. The application has a list of their recent customers,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Belair Transport,34BELAI,Orange,Belair Transport,,7,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,H.A. DeHart & Sons,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,ABB,,,yes,NEW JERSEY,Belair Transport,641 Tremont Ave,,Orange,NJ,7050.0,https://www.belairtransport.com/,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.76274,-74.2539,,Yes,7.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,,,PSE&G,,,NJ Clean Cities Coalition,,,H.A. Dehart & Son applied for Phase 1 VW money. The application has a list of their recent customers,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Belair Transport,34BELAI,Orange,Belair Transport,,7,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,H.A. DeHart & Sons,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,ABB,,,yes,NEW JERSEY,Belair Transport,641 Tremont Ave,,Orange,NJ,7050.0,https://www.belairtransport.com/,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.76274,-74.2539,,Yes,7.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,,,PSE&G,,,NJ Clean Cities Coalition,,,H.A. Dehart & Son applied for Phase 1 VW money. The application has a list of their recent customers,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
NEW JERSEY,Belair Transport,34BELAI,Orange,Belair Transport,,7,Operating,1.0,2021 Q1,2021 Q4,2023 Q1,2023 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,H.A. DeHart & Sons,No,RGGI,New Jersey Department of Environmental Protection,,,,,,,,ABB,,,yes,NEW JERSEY,Belair Transport,641 Tremont Ave,,Orange,NJ,7050.0,https://www.belairtransport.com/,No,,Non-LEA (private fleet operator),,,Unknown,Unknown,Northeast,Middle Atlantic,40.76274,-74.2539,,Yes,7.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,,,PSE&G,,,NJ Clean Cities Coalition,,,H.A. Dehart & Son applied for Phase 1 VW money. The application has a list of their recent customers,No,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,No,No,Unknown,1.0,,,,
