0a. Has committed ESBs?,1a. State,1b. Local Education Agency (LEA) or entity name,1c. LEA ID,1d. Street address 1,1e. Street address 2,1f. City,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed ,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
no,MICHIGAN,Saugatuck Public Schools,2630960,201 RANDOLPH ST,,DOUGLAS,MI,49406.0,http://www.saugatuckps.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,31.0,3,Town,Midwest,East North Central,42.641593,-86.204983,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,802.0,3.0,0.3333333333333333,0.300498753117207,87050.0,0.04,0.893,0.955,0.006,0.011000000000000001,0.013999999999999999,0.00011000000000000002,0.013000000000000001,0.015,0.0,0.002,0.011000000000000001,0.064,0.064,0.091,5.0,0.092746638,2.0,0.200575293,1.0,7.790955521,3.0,67.03718998,4.0,0.075,3.0,0.097735524256651,3.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Sault Ste. Marie Area Schools,2630990,876 MARQUETTE AVE,,SAULT SAINTE MARIE,MI,49783.0,http://www.saultschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,Midwest,East North Central,46.480174,-84.343907,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1953.0,6.0,0.6666666666666666,0.5130568356374808,52659.0,0.17300000000000001,0.708,0.828,0.012,0.045,0.13,0.00045,0.01,0.019,0.001,0.009000000000000001,0.008,0.026000000000000002,0.13,0.019,5.0,0.277054833,3.0,0.322618915,3.0,5.445632717,1.0,51.25473433,1.0,0.11800000000000001,4.0,0.11381191066997501,4.0,No,Yes,Yes,False,1.0,,,,
no,MICHIGAN,Schoolcraft Community Schools,2631020,551 E Lyons St,,Schoolcraft,MI,49087.0,http://www.schoolcraftschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,Midwest,East North Central,42.12521,-85.629901,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1071.0,3.0,0.0,0.2819794584500467,94648.0,0.042,0.976,0.982,0.003,0.004,0.002,4e-05,0.004,0.008,0.0,0.0,0.006,0.006,0.01,0.016,5.0,0.078452848,2.0,0.172065944,1.0,8.168214737,3.0,59.50207068,3.0,0.027999999999999997,1.0,0.102816796068096,3.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Shelby Public Schools,2631320,525 N STATE ST,,SHELBY,MI,49455.0,http://www.shelbypublicschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,43.617963,-86.359749,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1126.0,4.0,1.0,0.7566607460035524,58201.0,0.11199999999999999,0.887,0.948,0.013000000000000001,0.017,0.013999999999999999,0.00017,0.001,0.005,0.0,0.0,0.025,0.075,0.061,0.247,5.0,0.205503773,3.0,0.385017508,4.0,6.685731687,2.0,61.67245409,3.0,0.023,1.0,0.108337136778997,4.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Shepherd Public Schools,2631380,258 W WRIGHT AVE,,SHEPHERD,MI,48883.0,http://shepherdschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,43.52452,-84.694331,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1785.0,5.0,0.4,0.519327731092437,58983.0,0.124,0.919,0.948,0.006,0.011000000000000001,0.042,0.00011000000000000002,0.001,0.003,0.0,0.0,0.001,0.008,0.03,0.027999999999999997,5.0,0.104703287,2.0,0.322221432,3.0,7.057653135,2.0,56.5809824,2.0,0.073,3.0,0.109669893582944,4.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Sodus Township S/D #5,2632070,4439 RIVER RD,,SODUS,MI,49126.0,http://www.riverschoolk8.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,Midwest,East North Central,42.037495,-86.39708,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,65.0,1.0,1.0,0.8923076923076924,58214.0,0.266,0.774,0.813,0.004,0.013000000000000001,0.013000000000000001,0.00013000000000000002,0.0,0.0,0.0,0.0,0.17,0.174,0.039,0.239,5.0,0.156308851,3.0,0.388888889,4.0,7.847292603,3.0,64.83864,4.0,,,0.11,4.0,No,No,Yes,True,1.0,,,,
no,MICHIGAN,South Lake Schools,2632220,23101 STADIUM DR,,SAINT CLAIR SHORES,MI,48080.0,http://www.solake.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Midwest,East North Central,42.46758,-82.913081,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1496.0,4.0,0.75,0.6143048128342246,62617.0,0.095,0.75,0.794,0.175,0.185,0.002,0.00185,0.015,0.02,0.0,0.0,0.013000000000000001,0.04,0.045,0.042,5.0,0.265617111,3.0,0.236654886,2.0,9.97926188,4.0,63.64507917,4.0,0.051,3.0,0.106606641066184,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,South Lyon Community Schools,2632250,345 S WARREN ST,,SOUTH LYON,MI,48178.0,http://www.slcs.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,Midwest,East North Central,42.458772,-83.654096,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,8470.0,13.0,0.0,0.18099173553719008,99560.0,0.044000000000000004,0.883,0.922,0.022000000000000002,0.036000000000000004,0.001,0.00036,0.045,0.06,0.0,0.0,0.006,0.023,0.043,0.035,5.0,0.146616847,2.0,0.117838867,1.0,9.144848574,4.0,59.79817065,3.0,0.033,2.0,0.0964067670747729,2.0,No,No,No,False,1.0,,,,
no,MICHIGAN,South Redford School District,2632280,26141 SCHOOLCRAFT,,REDFORD,MI,48239.0,http://www.southredford.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Midwest,East North Central,42.384021,-83.29958,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2812.0,7.0,0.7142857142857143,0.6920341394025604,65568.0,0.092,0.374,0.392,0.5720000000000001,0.5870000000000001,0.002,0.005870000000000001,0.006,0.009000000000000001,0.0,0.0,0.023,0.028999999999999998,0.022000000000000002,0.065,5.0,0.674364201,4.0,0.25732714,2.0,10.2243689,4.0,62.27810104,4.0,0.052000000000000005,3.0,0.11657093767280101,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,South Haven Public Schools,2632300,554 GREEN ST,,SOUTH HAVEN,MI,49090.0,http://www.shps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,Midwest,East North Central,42.39678,-86.272071,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1798.0,6.0,0.6666666666666666,0.6941045606229144,55364.0,0.171,0.82,0.847,0.071,0.09,0.001,0.0009,0.019,0.021,0.0,0.0,0.049,0.07400000000000001,0.039,0.09300000000000001,5.0,0.232671884,3.0,0.298071548,3.0,7.624466796,3.0,65.91750585,4.0,0.039,2.0,0.10780311942959,4.0,No,No,No,False,1.0,,,,
yes,LOUISIANA,Livingston Collegiate Academy,2200276,7301 Dwyer Road,,New Orleans,LA,70126.0,,Yes,7.0,Independent charter district,,11.0,1,Urban,South,West South Central,30.022828,-90.002752,,,5.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,607.0,1.0,1.0,0.85667215815486,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,MICHIGAN,Southgate Community School District,2632340,13940 LEROY ST,,SOUTHGATE,MI,48195.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Midwest,East North Central,42.192572,-83.195823,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3370.0,9.0,0.875,0.5474777448071216,60335.0,0.109,0.8420000000000001,0.878,0.063,0.076,0.002,0.0007599999999999999,0.025,0.034,0.0,0.0,0.021,0.048,0.047,0.105,5.0,0.211782509,3.0,0.248207933,2.0,10.01907778,4.0,61.4982797,3.0,0.081,4.0,0.10492650670138101,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Sparta Area Schools,2632370,465 S UNION ST,,SPARTA,MI,49345.0,http://www.spartaschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,Midwest,East North Central,43.1503,-85.704701,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2433.0,4.0,0.75,0.458281956432388,76437.0,0.063,0.93,0.961,0.004,0.012,0.002,0.00012,0.018000000000000002,0.026000000000000002,0.0,0.0,0.015,0.027999999999999997,0.031,0.055,5.0,0.109544745,2.0,0.21058006,2.0,7.84659047,3.0,61.25898877,3.0,0.07,3.0,0.107471531971785,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Spring Lake Public Schools,2632550,345 HAMMOND ST,,SPRING LAKE,MI,49456.0,http://Springlakeschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,Midwest,East North Central,43.071952,-86.190625,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2331.0,6.0,0.16666666666666666,0.19905619905619906,85660.0,0.040999999999999995,0.9590000000000001,0.98,0.006,0.011000000000000001,0.002,0.00011000000000000002,0.006,0.008,0.0,0.0,0.004,0.016,0.023,0.02,5.0,0.077707285,2.0,0.228790199,2.0,7.674203429,3.0,67.14383423,4.0,0.003,1.0,0.102699797542257,3.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Springport Public Schools,2632610,300 W MAIN ST,,SPRINGPORT,MI,49284.0,http://springportschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,42.377269,-84.705207,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1010.0,3.0,1.0,0.6554455445544555,65049.0,0.113,0.9309999999999999,0.965,0.022000000000000002,0.035,0.011000000000000001,0.00035000000000000005,0.001,0.004,0.0,0.0,0.001,0.008,0.033,0.019,5.0,0.082015975,2.0,0.201163063,1.0,8.002809613,3.0,55.83031548,1.0,0.065,3.0,0.109477646445898,4.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,St. Charles Community Schools,2632640,891 W WALNUT ST,,SAINT CHARLES,MI,48655.0,http://www.stccs.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,43.298154,-84.15456,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,797.0,3.0,0.6666666666666666,0.5457967377666249,62817.0,0.133,0.963,0.986,0.008,0.013999999999999999,0.003,0.00014,0.002,0.002,0.0,0.0,0.001,0.008,0.023,0.062,5.0,0.073928474,1.0,0.29047229,3.0,7.388330572,2.0,55.3781328,1.0,0.147,4.0,0.108533984939909,4.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Lake Shore Public Schools (Macomb),2632670,28850 HARPER AVE,,SAINT CLAIR SHORES,MI,48081.0,http://www.lakeshoreschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Midwest,East North Central,42.507414,-82.897049,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3239.0,6.0,1.0,0.5446125347329422,68598.0,0.077,0.9159999999999999,0.946,0.039,0.05,0.0,0.0005,0.006,0.013999999999999999,0.001,0.001,0.006,0.019,0.032,0.024,5.0,0.10550557,2.0,0.221615253,2.0,9.859792913,4.0,63.80174732,4.0,0.013000000000000001,1.0,0.106231645086263,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,St. Johns Public Schools,2632820,501 W SICKLES ST,,SAINT JOHNS,MI,48879.0,http://www.sjredwings.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,31.0,3,Town,Midwest,East North Central,42.991211,-84.565356,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2606.0,7.0,0.42857142857142855,0.4002302379125096,69907.0,0.08800000000000001,0.9490000000000001,0.98,0.009000000000000001,0.018000000000000002,0.006,0.00018,0.003,0.006999999999999999,0.0,0.0,0.003,0.012,0.031,0.034,5.0,0.078417562,2.0,0.213906987,2.0,7.687273141,3.0,54.97353572,1.0,0.046,2.0,0.103469694288803,3.0,No,No,No,False,1.0,,,,
no,MICHIGAN,St. Joseph Public Schools,2632850,2850 S CLEVELAND AVE,,SAINT JOSEPH,MI,49085.0,http://www.sjschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,23.0,2,Suburban,Midwest,East North Central,42.0584,-86.4753,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2965.0,5.0,0.0,0.2839797639123103,82163.0,0.048,0.8809999999999999,0.9159999999999999,0.027000000000000003,0.03,0.006999999999999999,0.0003,0.040999999999999995,0.065,0.0,0.0,0.006999999999999999,0.015,0.037000000000000005,0.019,5.0,0.174767554,3.0,0.196986214,1.0,7.774583158,3.0,67.16605641,4.0,0.043,2.0,0.10052332085953401,3.0,No,No,No,False,1.0,,,,2022 CSBP rebate
no,MICHIGAN,St. Louis Public Schools,2632880,113 E SAGINAW ST,,SAINT LOUIS,MI,48880.0,http://www.stlouisschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,Midwest,East North Central,43.40935,-84.60696,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,945.0,4.0,1.0,0.7322751322751323,52000.0,0.10099999999999999,0.7659999999999999,0.799,0.18,0.19399999999999998,0.004,0.0019399999999999999,0.005,0.011000000000000001,0.0,0.003,0.004,0.023,0.042,0.084,5.0,0.168247499,3.0,0.290070396,3.0,7.183601464,2.0,56.30212027,2.0,0.064,3.0,0.106102302906828,4.0,No,No,Yes,False,1.0,,,,
no,MICHIGAN,West Iron County Public Schools,2632910,601 NICK BAUMGARTNER WAY,,IRON RIVER,MI,49935.0,http://westiron.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,33.0,3,Town,Midwest,East North Central,46.082547,-88.63406,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,846.0,2.0,1.0,0.7281323877068558,46491.0,0.153,0.9359999999999999,0.965,0.015,0.022000000000000002,0.01,0.00022000000000000003,0.005,0.009000000000000001,0.0,0.002,0.001,0.022000000000000002,0.033,0.023,5.0,0.06148532,1.0,0.356908463,4.0,5.136043993,1.0,53.01946675,1.0,0.028999999999999998,1.0,0.10640907167639799,4.0,No,Yes,Yes,False,1.0,,,,
no,MICHIGAN,Standish-Sterling Community Schools,2632940,3789 WYATT RD,,STANDISH,MI,48658.0,http://www.standish-sterling.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,44.010871,-83.96114,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1505.0,3.0,1.0,0.6232558139534884,50070.0,0.128,0.953,0.981,0.005,0.006,0.01,6e-05,0.003,0.008,0.0,0.0,0.002,0.006999999999999999,0.027000000000000003,0.025,5.0,0.057195943,1.0,0.330019082,3.0,6.539165866,2.0,56.72522893,2.0,0.066,3.0,0.11206805816135,4.0,No,Yes,Yes,False,1.0,,,,2022 CSBP rebate
no,MICHIGAN,Stanton Township Public Schools,2632970,50870 HOLMAN SCHOOL RD,,ATLANTIC MINE,MI,49905.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,47.153674,-88.721008,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,182.0,1.0,1.0,0.5384615384615384,68984.0,0.047,0.982,0.996,0.003,0.006999999999999999,0.001,7e-05,0.0,0.0,0.0,0.0,0.0,0.002,0.013000000000000001,0.005,5.0,0.050875,1.0,0.327375,3.0,4.776743636,1.0,52.50996791,1.0,0.0,1.0,0.104170235934664,3.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Stephenson Area Public Schools,2633000,526 DIVISION ST,,STEPHENSON,MI,49887.0,http://www.stephenson.k12.mi.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,Midwest,East North Central,45.417639,-87.610608,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,442.0,1.0,1.0,0.5294117647058824,51204.0,0.08900000000000001,0.9440000000000001,0.972,0.011000000000000001,0.02,0.001,0.0002,0.003,0.004,0.0,0.0,0.013000000000000001,0.022000000000000002,0.027999999999999997,0.022000000000000002,5.0,0.084321677,2.0,0.287015074,3.0,5.609125972,1.0,55.22440158,1.0,0.036000000000000004,2.0,0.106898698609878,4.0,No,Yes,Yes,False,1.0,,,,
yes,MONTANA,Livingston Elem,3016880,132 South B Street,,Livingston,MT,59047.0,http://www.livingston.k12.mt.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,3000055.0,33.0,3,Town,West,Mountain,45.6611,-110.558117,13.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.15384615384615385,,,,,,,,,No,837.0,3.0,1.0,0.0,56811.0,0.13,0.961,0.9840000000000001,0.004,0.006999999999999999,0.008,7e-05,0.002,0.003,0.0,0.0,0.002,0.011000000000000001,0.023,0.031,8.0,0.072223524,1.0,0.28163074,3.0,3.074963553,1.0,56.8328044,2.0,0.07400000000000001,3.0,0.09468320194834319,2.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Sturgis Public Schools,2633090,107 W WEST ST,,STURGIS,MI,49091.0,http://www.sturgisps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,Midwest,East North Central,41.801638,-85.419575,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2967.0,6.0,1.0,0.6383552409841591,53244.0,0.16899999999999998,0.862,0.958,0.011000000000000001,0.022000000000000002,0.001,0.00022000000000000003,0.001,0.009000000000000001,0.0,0.0,0.028999999999999998,0.091,0.095,0.18899999999999997,5.0,0.174619531,3.0,0.337111604,3.0,8.288585502,3.0,59.08866018,2.0,0.061,3.0,0.112051023609694,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Summerfield Schools,2633120,17555 IDA WEST RD,,PETERSBURG,MI,49270.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,41.905117,-83.70214,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,593.0,2.0,0.0,0.31534569983136596,77888.0,0.085,0.961,0.981,0.016,0.023,0.001,0.00023,0.0,0.009000000000000001,0.0,0.0,0.003,0.006,0.02,0.026000000000000002,5.0,0.032811584,1.0,0.204570185,1.0,8.903977744,4.0,59.64141595,3.0,0.06,3.0,0.10383754512635299,3.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Suttons Bay Public Schools,2633360,310 S ELM ST,,SUTTONS BAY,MI,49682.0,http://www.suttonsbayschools.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,Midwest,East North Central,44.971167,-85.655376,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,578.0,3.0,1.0,0.5899653979238755,79250.0,0.059000000000000004,0.831,0.893,0.006,0.026000000000000002,0.084,0.00026000000000000003,0.01,0.013000000000000001,0.0,0.0,0.006,0.036000000000000004,0.063,0.06,5.0,0.121700189,2.0,0.179839723,1.0,5.826468862,1.0,57.88400959,2.0,0.075,3.0,0.095,2.0,Yes,Yes,Yes,False,1.0,,,,
no,MICHIGAN,Swan Valley School District,2633410,8380 OHERN RD,,SAGINAW,MI,48609.0,http://www.swanvalleyschools.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,Midwest,East North Central,43.409163,-84.077471,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1790.0,5.0,0.2,0.3804469273743017,73315.0,0.11,0.945,0.963,0.006,0.008,0.001,8e-05,0.022000000000000002,0.022000000000000002,0.0,0.0,0.006999999999999999,0.019,0.019,0.043,5.0,0.073472205,1.0,0.204981804,2.0,7.448390931,2.0,55.6436276,1.0,0.013999999999999999,1.0,0.10187298769663901,3.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Swartz Creek Community Schools,2633420,8354 CAPPY LN,,SWARTZ CREEK,MI,48473.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Midwest,East North Central,42.95331,-83.843461,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3510.0,8.0,0.75,0.5612535612535613,65903.0,0.08,0.925,0.961,0.028999999999999998,0.044000000000000004,0.001,0.00044000000000000007,0.006,0.013999999999999999,0.0,0.0,0.001,0.01,0.038,0.037000000000000005,5.0,0.141861952,2.0,0.248186768,2.0,7.885578297,3.0,56.9819971,2.0,0.038,2.0,0.110450313435729,4.0,No,No,No,False,1.0,,,,
no,MICHIGAN,Tawas Area Schools,2633510,245 W M 55,,TAWAS CITY,MI,48763.0,http://www.tawas.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,Midwest,East North Central,44.27871,-83.531972,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1136.0,3.0,0.6666666666666666,0.5369718309859155,49827.0,0.11900000000000001,0.938,0.968,0.013999999999999999,0.023,0.004,0.00023,0.008,0.009000000000000001,0.0,0.001,0.004,0.02,0.031,0.027999999999999997,5.0,0.075833632,1.0,0.366021274,4.0,6.256326815,2.0,56.53086008,2.0,0.11699999999999999,4.0,0.10982235413348701,4.0,No,Yes,No,False,1.0,,,,
no,MICHIGAN,Taylor School District,2633540,23033 NORTHLINE RD,,TAYLOR,MI,48180.0,http://taylorschools.net/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,13.0,1,Urban,Midwest,East North Central,42.211678,-83.259403,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,5419.0,13.0,0.9230769230769231,0.7641631297287322,54522.0,0.162,0.68,0.727,0.237,0.256,0.004,0.00256,0.013000000000000001,0.019,0.0,0.0,0.016,0.034,0.049,0.061,5.0,0.374606724,4.0,0.366715203,4.0,10.00213634,4.0,61.25565425,3.0,0.066,3.0,0.11719864064536299,4.0,No,Yes,Yes,False,1.0,,,,2022 CSBP rebate
no,MICHIGAN,Tecumseh Public Schools,2633720,760 BROWN ST,,TECUMSEH,MI,49286.0,http://tps.k12.mi.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,Midwest,East North Central,42.012021,-83.958318,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2563.0,7.0,0.42857142857142855,0.3671478735856418,67720.0,0.057999999999999996,0.902,0.9740000000000001,0.012,0.036000000000000004,0.002,0.00036,0.006999999999999999,0.012,0.0,0.0,0.004,0.046,0.073,0.069,5.0,0.098490122,2.0,0.194329925,1.0,8.555235454,3.0,57.693095,2.0,0.057999999999999996,3.0,0.103530721523706,3.0,No,No,No,False,1.0,,,,
